C	Bloonlatro	Rosalia Deck	Retrigger first played card or X1.2 Mult each hand; click a button to manually switch between the 2 effects.	A skill card carries two modes swapped by a dedicated button: one retriggers the first card placed this cycle, the other adds a flat multiplier to the completing line.	I1	skill
C	Bloonlatro	Flying Fortress	Apply the effects of all Seals to Aces.	Every stamp anywhere on the board fires its bonus for every Ace-rank card in a completing line, regardless of which card actually wears the stamp.	H5	stamp
C	Bloonlatro	Favored Trades	If first hand of round has only 1 card, destroy Joker to the right to add a Blue Seal to it.	If the first line completed this show has only one contributing card, destroy the skill card immediately to this card's right on the grid and apply a stamp to this card instead.	C10	skill
C	Bloonlatro	Elite Defender	X1.5 Mult after first hand. X2 Mult on final hand. X4 Mult on final hand if chips scored are under 25% of required chips.	A skill card grants an escalating multiplier on the show's last line, spiking hardest when the board's total score is badly behind the show's goal.	A13	skill
C	Bloonlatro	Arctic Knight	Retrigger played cards adjacent to Bonus cards	Any card orthogonally adjacent to a card carrying a points-stamp is retriggered when its line completes.	C10	skill
C	Bloonlatro	Glaive Lord	This Joker gains +3 Chips when each card with a new suit or rank is scored.	A skill card banks flat points every time a completing line contains a suit or rank that hasn't scored yet this show, rewarding board variety.	H7	skill
MOD	Bloonlatro	125	6	BTD6-themed content mod: jokers, decks, powers, boss blinds; heavy reskins but a few adjacency and comeback-scaling shapes stand out
C	Boss Jokers	Pillar Joker	Retrigger all cards that have been played this ante	A skill card retriggers every card that has ever completed a line so far this show, with the retrigger set growing as the show goes on.	A5	skill
MOD	Boss Jokers	14	1	small mod of boss-blind-themed jokers, mostly plain per-suit retrigger reskins
MOD	Brook	6	0	small vanilla-like joker/deck mod, no unusual mechanic shapes
C	Buffoonery	JokerGebra	Gives five times the amount of Mult given by the Joker to the left as Chips	A skill card reads the live multiplier produced by the card immediately to its left on the grid and converts it, scaled up, into flat points for itself.	C10	skill
C	Buffoonery	Sayajimbo	+40. Score at least 5,000 in one hand to transform (Next level: +20 Mult)	A skill card permanently upgrades into a stronger version the first time a single completing line scores above a set point threshold.	G9	skill
MOD	Buffoonery	35	2	vanilla-style joker/deck/enhancement mod with a Porcelain theme; mostly numeric reskins
C	Bunco	Registration Plate	2,3,4,5,6 has the Chips and Mult of all poker hands played this game. Combination changes every round. Enables a new poker hand, Deal.	A new line type is unlocked whose payout equals the running sum of every distinct hand-type payout scored so far this show, on five ranks chosen at random each cycle.	B1	skill
C	Bunco	The Swing	After Play or Discard, flip all cards	After any line completes or any card leaves the board, every uncovered card on the grid is flipped face down until manually uncovered again.	M3	hazard
C	Bunco	The Mask	(most played hand) has the base Chips and Mult of (least played hand)	Whichever line kind has completed most often this show is forced to pay out at the value of whichever line kind has completed least often.	A13	hazard
C	Bunco	Magenta Dagger	Discarding cards plays them and subtracts scored value	Removing a card from the board immediately scores its line as if it completed, then subtracts that amount from the board total instead of adding it.	A8	hazard
C	Bunco	Scattering	Destroys random adjacent Joker when removed	When the card wearing this stamp is removed from the board, destroy a random card orthogonally adjacent to its former cell.	C10	stamp
C	Bunco	Cassette / B Side	A Side: light-suit cards give Chips when scored, flip this Joker on discard. B Side: dark-suit cards give Mult when scored, flip on discard.	A skill card alternates between two suit-conditional bonuses each time a card leaves the board into the discard pile.	G9	skill
MOD	Bunco	120	6	large vanilla-style expansion: suits, hands, card-links, boss blinds; several adjacency, discard, and dynamic-value-swap hazards stand out
C	Bundles Of Fun	Crafted Joker	If played hand is the first hand of round, copy all modifications from the leftmost card to the rightmost card in played hand, then destroy the leftmost card.	On the first line completed this show, copy every modifier from the leftmost card in that line onto the rightmost card, then destroy the leftmost card.	G3	skill
C	Bundles Of Fun	The Frequent	Cards with (most common suit in deck) suit are drawn face down	Whichever suit is currently most represented on the board is dealt face down from the Entrance until placed and manually uncovered.	M3	hazard
C	Bundles Of Fun	The Terminal	Last scored rank is debuffed next hand	Whichever rank most recently completed a line is denied its scoring properties until the next line completes.	R1	hazard
MOD	Bundles Of Fun	71	3	large configurable bundle mod (food/character jokers, decks, boss blinds); mostly reskins with a few positional-harvest and dynamic-target hazards
MOD	Canadatro	0	0	joke mod, readme only, no extractable mechanics
MOD	Canned Laughter	1	0	mostly config options and lore text; a deck-composition barter system is described narratively but no per-card mechanic rows are carried in this batch
C	CardMerge	Suit Inspire	Select 1 card, Destroy it and add its suit to the rest of hand	Destroy a chosen card and grant its suit to every other card currently on the board.	G5	consumable
MOD	CardMerge	23	1	mod about merging two cards' suits/ranks into one dual-identity card; the base merge/two-suit-card shape is already covered, but a mass suit-broadcast consumable stands out
C	Cardsauce	unnamed suit-redirect Joker	All suit effects target the suit with the most cards in your full deck instead (Not active if 2 or more suits are tied)	Every suit-triggered ability on the board is redirected to fire for whichever suit is currently most represented on the board instead of each card's own suit.	H5	skill
C	Cardsauce	Granny Cream	If scored hand has under 150 Chips, spend Chips from this Joker to make it 150 (500 Chips remaining)	A skill card banks flat points over time; if a completing line's payout falls below a floor, it drains its own bank to top the line up to that floor.	A9	skill
MOD	Cardsauce	152	2	huge meme/reference joker mod (Vinesauce, JoJo, RLM); almost entirely reskins and joke text, two dynamic-target/banked-floor shapes stand out
MOD	Catan	6	0	small resource-card-themed mod, plain create-a-copy reskins
