C	All in Jest	Imageboard	Each scored card gives +1 Mult for each time its rank has scored this hand (ex. 2 2 2 -> +1, +2, +3)	Within one completed line, each card adds a multiplier bonus equal to how many cards of its rank already resolved earlier in that same line.	A2	skill
C	All in Jest	Carousel	Rotates the suit of scored cards after scoring (Spades -> Hearts -> Clubs -> Diamonds)	A skill card cycles the suit of any card in a line it just completed to the next suit in a fixed cycle, so a card's suit drifts one step every time it scores.	G9	skill
C	All in Jest	Saltimbanco	During scoring, successful probabilities give XMult equal to X1 plus their fail chance (Ex: 1 in 4 -> X1.75)	Whenever a probability-based trigger succeeds, its payout multiplier scales with how unlikely that success was, so riskier odds pay more when they land.	L8	skill
C	All in Jest	Bit Flip / Blarney Stone	Each digit of the score has a 1 in 2 chance to be +1; separately another skill adds mult equal to 3x the first digit of current score	A skill card reads or randomly nudges the individual digits of the current score total, treating the number's own digit string as data rather than its value.	A11	skill
C	All in Jest	Topsy the Clown / Fuzzy Joker	Rounds Chips and Mult up to the next closest palindrome / Rounds Mult up to the next power of 2	A skill card rounds a line's flat points or multiplier up to the nearest member of a special numeric set (palindromes, powers of two) instead of a plain integer.	A11	skill
C	All in Jest	Numbertaker	Removes the ranks of scored numbered cards. This Joker gains mult equal to removed ranks	A skill card permanently strips the rank pip from a numbered card in a completed line and converts the removed rank value into its own multiplier.	G5	skill
C	All in Jest	Crayon Rubbing	Adds chips equal to the combined numerical values of the Joker to the right	A skill card reads another specific skill card's current stored number and adds it as flat points to its own line.	H3	skill
C	All in Jest	Train Conductor	+Mult Jokers instead give XMult equal to 15% of original value; XMult Jokers instead give +Mult equal to 500% of original	A skill card globally swaps every other skill card's bonus between additive and multiplicative form, converting the whole board's formula type at once.	O3	skill
C	All in Jest	Lexicon	Adds Mult equal to the sum of all digits in the ability descriptions of owned Jokers	A skill card reads the literal rules text of every other skill card on the board and converts the characters of that text into a numeric bonus.	H9	skill
C	All in Jest	Kalyptos	Reveals the next 5 cards in your deck. Activated Ability: Flip your deck upside down, drawing from and revealing cards previously on the bottom	A tap-to-activate skill reverses which end of a stock's remaining order is drawn from next, so the previously-bottom card becomes the next one dealt.	F1	skill
C	All in Jest	Master of Pegs	Gives Mult per enhanced card in full deck, only triggers if no enhanced cards are in remaining deck	A skill card's payout scales with a property's total count across the whole deck, but only fires once every remaining undealt card lacks that property.	F11	skill
C	All in Jest	Reshape	Turn the rightmost 50% of Jokers (rounding up) into copies of one of them	A consumable converts a computed positional half of the skill cards on the board into copies of one of them, chosen at random.	C11	consumable
