C	Entropy	Broadcast	Copies the 1st Joker's effect. Increases by 1 when hand played. Resets after reaching your last Joker	A skill copies the talent of whichever card sits at an index along the grid's fixed order, and that index advances by one every completed line, wrapping back to the start.	C12	skill
C	Entropy	Rotisserie Chicken	Joker to the right has X1.5 values, recalculates when this Joker is moved	A skill boosts the multiplier of whichever card occupies the adjacent cell in a fixed direction, and the target re-evaluates whenever this card is moved.	C10	skill
C	Entropy	Infinite Loop	+6 Mult when another card is retriggered, retrigger this card.	A skill retriggers itself every time any other card's effect fires anywhere on the board, chaining retriggers across the show.	H2	skill
C	Entropy	Unstable Rift	When Mult or Chips are changed, add 20% of the change to this Joker's Mult and Chips. On last hand of round, score using this Joker's Mult and Chips instead, then reset.	A skill banks 20% of every point swing anywhere on the board into its own stat pool; on the show's final line, that line scores using the banked pool instead, then the pool resets.	A9	skill
C	Entropy	Nadir	Use this Joker to store and destroy all other Jokers. When another Joker triggers, forcetrigger a random stored Joker.	A skill absorbs and removes every other skill card on the board into storage, then whenever any skill fires, one stored skill fires too at random.	H2	skill
C	Entropy	Phoenix A*	Played as the last card of hand and destroys every consecutive card with the same rank starting from the end before scoring. Gains Mult/Chips per card destroyed.	When a line completes, a skill destroys cards consecutively inward from one end of the line as long as they share a rank, gaining flat points per card destroyed.	C13	skill
C	Entropy	Antimatter Sheath	When round begins, add 2 temporary copies of The Dagger to your hand. When The Dagger is scored, destroy a random card in full deck and gain Mult/Chips.	A skill spawns two temporary tokens at show start; whenever a token completes a line, destroy a random card from one of the Entrance stocks and gain flat points.	F5	skill
C	Entropy	Caledscratch	Playing card retriggers are blocked and stored. Retrigger leftmost Joker once for every stored retrigger then reset.	A skill intercepts every retrigger meant for ordinary cards, banking them, then dumps the whole bank into retriggering one fixed skill card instead.	H5	skill
C	Entropy	Teluobirt	Scored Jacks give Chips equal to number of played Jacks in hand. Retrigger scored Jacks based on their order in the played hand.	A skill retriggers each matching-rank card in a completed line a number of times equal to that card's position within the line.	C12	skill
C	Entropy	Atomikos	High Card's operator is set to ^. Played poker hands are deleted and their stats are added to High Card.	A skill redirects every completed line's score, regardless of hand type, into a single hand-type's bucket, and changes that bucket's operator from addition to exponent.	A4	skill
C	Entropy	Heimartai	Probabilities are retriggered until they succeed. Gain Chips equal to the number of rolls divided by the probabilities denominator.	A skill forces every probability check on the board to reroll until it succeeds, then gains flat points equal to how many rerolls that took.	L1	skill
C	Entropy	Sorrowful Styx	Jokers and playing cards cannot be rearranged. Move 1 Joker and playing card before hand is scored	A hazard freezes all board cards in place for the show, except one skill grants a single card one move before its line scores.	E7	hazard
C	Entropy	(~)$ bootstrap	The final Chips and Mult of this hand are applied to the base Chips and Mult of the next hand	A consumable makes the next completed line start from the exact point total of the line that just completed.	A9	consumable
