MOD	Bad Apple	1	0	single novelty joker (animated sprite); its effect is a probability-gated forward deck scan, a plain tutor+crit combo already covered.
MOD	Bad Director	23	0	Misprint-themed joker/blind mod; entries are terse stubs (scrambled booster-pack names, sparse blind/joker one-liners) reducing to already-covered suit debuffs and view-flips.
C	Baladrone	Fake Card	Scores negative of base Chips value. Can't be traced unless triggered.	A card whose displayed value is a decoy; only when it scores does it reveal a hidden negative point value.	M6	type
C	Baladrone	Broken Drone	If this Joker is copied, it gains X0.75 Mult and destroys any Joker attempting to copy it.	A skill card that, when another skill's copy-talent targets it, destroys the copier instead and gains multiplier itself.	H4	skill
C	Baladrone	(unnamed) average-score floor	If played hand scores below average, adjusts score to average once per ante.	A skill card that raises a completed line's points up to the show's running average line-score, once per show.	A13	skill
C	Baladrone	Flip Right	When not in a Blind, flips over the Joker to the right for 2 Mana; X3 Mult if the other Jokers are all flipped over.	Tap to spend charges and un-spotlight the skill card to its right; gain a large multiplier once every other skill card is un-spotlit.	M3	skill
C	Baladrone	(unnamed) edition-diversity ward	Disables Boss Blind if scoring hand contains at least 2 cards and they all have different editions.	A completed line neutralizes the show's hazard for the rest of the show if it contains two or more cards carrying different stamps.	R9	skill
C	Baladrone	Flipper	Before scoring, played 6s turn into 9s and vice versa; if both ranks are present, turns them into whichever rank is more common in play.	Before a line scores, its 6-rank and 9-rank cards swap identities; if both already appear, every one becomes whichever rank is more common on the board.	G5	skill
C	Baladrone	Destroy Above	Destroys first scored card directly above Ace; rank changes each round.	When a line scores, destroy the first scoring card stacked directly above a card of a chosen rank, and change which rank is watched each show.	D5	skill
C	Baladrone	Keeper's Move Up	Gives Rank Seal to the highest scoring cards played.	A skill card that grants a rank-boosting stamp to whichever card in a completed line scored the most points.	A13	skill
C	Baladrone	Card Thief	Steals scoring hand if it's the most played. Gains stolen cards' rank as Chips.	When the completed line's hand type is the one that has completed most often this show, send its cards to the discard pile and bank flat points equal to their ranks.	A13	skill
MOD	Baladrone	34	9	Roblox "Crazy Stairs"-themed joker pack; several jokers key off copy-attempts, running averages, face-down flipping, stamp diversity, and majority-rank ties.
MOD	Balagay	0	0	localization joke mod that renames "Straight" to "Gay"; no mechanics.
C	Balatrhodes Island	Elemental Injury / Elemental Burst	Triggers an Elemental Burst on current Blind if Elemental Injury reaches 100; burst adds points and buffs all Jokers.	Many skill cards feed one shared board-wide meter; when it crosses a threshold, banked points release at once and every skill card gets a temporary multiplier boost.	A9	skill
C	Balatrhodes Island	The Corrupting Heart	Downgrades Edition of all Jokers adjacent to Corrupted Edition Jokers each hand; if you have none, downgrades 2 random Jokers instead.	A hazard that, each line scored, strips the stamp from every skill card orthogonally adjacent to an already-corrupted one, spreading the corruption outward.	I11	hazard
C	Balatrhodes Island	Hooked Card	Transforms card to the left of this card into this card when scored during first hand of round.	A type that, the first time its card scores each show, overwrites the neighboring card to its left with a copy of itself.	G5	type
C	Balatrhodes Island	Thunderstruck	Destroyed when scored, then moves Enhancement and Edition of this card to the left until there is an Enhanced card, gaining X1.3 Mult per move.	A stamp whose card is destroyed on scoring, then its type and stamp hop to the next card leftward, and again from there, granting multiplier per hop until they land on an already-typed card.	G5	stamp
C	Balatrhodes Island	Civilight Eterna	Balance Chips and Mult by 15% when scoring a card with a Red Seal.	When a marked card scores, move points from a grid's fuller bucket into its emptier one until the two are fifteen percent closer together.	A6	skill
C	Balatrhodes Island	(unnamed) random-effect card	Randomly applies 1 of the following when hand is played: enhance a card, buff self, or gain permanent chips.	A skill card that, each time a line scores, randomly performs one of three different actions instead of always doing the same one.	G6	skill
C	Balatrhodes Island	Pepe	If the card in the center of played hand is enhanced, apply its effect as an AoE; efficacy reduced to 25% for cards in first and last position.	If the middle card of a completed line carries a type, apply that type's effect to the whole line, at reduced strength for the two end cards.	C12	skill
C	Balatrhodes Island	Astgenne	Gains +1 Mult if leftmost scored card is enhanced, +3 if the 2nd has the same enhancement, +5 if the 3rd has the same enhancement.	A skill card that reads a completed line in order and grants escalating multiplier for each consecutive card sharing the same type as the one before it.	C13	skill
C	Balatrhodes Island	Kichisei	+60 Chips for each suit that scored a Flush this round.	A skill card that grants flat points for every distinct suit that has completed its own flush-type line this show.	P5	skill
C	Balatrhodes Island	Cement Rim	+200 Chips. -20 Chips each time a card is scored (resets at end of round).	A skill card that grants a large one-time point bonus to a line, which shrinks with every additional card that scores before the show ends.	I5	skill
C	Balatrhodes Island	Phantom Victoria	Each card has a 1 in 10 chance to be destroyed and give Chips equal to 3 times its rank instead.	Each placed card has a chance to be pulled into the discard pile instead of staying on the board, banking flat points equal to several times its rank.	L10	skill
C	Balatrhodes Island	Rockrock	Each card in your most played hand gives +5 Mult; Overload gives Mult equal to the number of times that poker hand has been played this run.	A skill card whose multiplier, when a line of the show's most-completed hand type scores, equals how many times that hand type has completed this show.	I4	skill
MOD	Balatrhodes Island	104	12	Arknights-themed mega-mod (bosses, enhancements, 62 jokers); strong candidates around a shared elemental meter, adjacency-spreading corruption, neighbor-transforming and property-migrating cards, and line-position streak/range scoring.
C	Balatrium	Exuberant/Exultant/Rapturous/... Joker family	Increase the Acidity of all Acids by N if played hand contains [a specific hand type] (one card per hand type).	A set of skill cards, one per hand type, that each add to one shared board-wide charge pool whenever a line of their watched hand type completes.	I2	skill
MOD	Balatrium	23	1	periodic-table-themed joker pack; its only novel shape is a family of hand-type sensor cards all feeding one shared "Acidity" meter.
C	Balatro Goes Kino	(system) Actor/Genre Synergy	3+ Jokers sharing an actor activate an Actor Synergy multiplying their values; a Joker can have up to 3 active at once, stacking multiplicatively.	Skill cards carry a second tag independent of their class; owning enough cards sharing a tag grants a stacking multiplier separate from class synergy, and one card can benefit from several tags at once.	P5	skill
C	Balatro Goes Kino	(keyword) Vampiric Jokers	Jokers that drain enhancements from cards, similar to Vampire.	A skill card that permanently strips the type off another card on the board and converts what it removed into its own growing points or multiplier.	I4	skill
C	Balatro Goes Kino	(keyword) Abduct	Store the Abducted card in this Joker. Upon defeating a Boss Blind, abducted cards are released.	A skill card can hold another card in custody, removing it from play, and returns it to the board only when the show's hazard is cleared.	A9	skill
C	Balatro Goes Kino	(keyword) Active	Active Jokers have specific abilities if they're in the First Joker slot.	A skill card's talent changes entirely while it occupies one specific coordinate of the grid, such as the first cell placed.	C12	skill
C	Balatro Goes Kino	(keyword) Quick	Power of the effect lowers to 0 over a period of 60 seconds.	A skill card's power drains to nothing over real wall-clock time rather than over turns or triggers, regardless of whether the player acts.	K6	skill
C	Balatro Goes Kino	Grown Ups	Each scoring card gives Chips equal to the chips of the highest scoring card.	Every card in a completed line pays flat points equal to whichever card in that line scores the most.	A13	skill
C	Balatro Goes Kino	Lady & the Tramp	Gives 10 times the difference between the highest and lowest scoring card in Chips.	A skill card that pays flat points equal to ten times the gap between a completed line's highest- and lowest-ranked cards.	A13	skill
C	Balatro Goes Kino	Piranha 2: The Spawning	First unscored card gives +10 Mult.	When a line completes, a card elsewhere on the board that belongs to no completed line grants a bonus multiplier.	C13	skill
C	Balatro Goes Kino	Memento	Each scored card triggers twice. When you make any action, flip all cards in your hand.	A skill card that un-spotlights and re-spotlights every card on the board each time the player takes any action.	M3	skill
C	Balatro Goes Kino	Mars Attacks	Level up Four of a Kind, decrease Full House level. Instantly lose the run if used when Full House is level 1.	A consumable that strengthens one hand type and weakens another, and ends the run outright if used while the weakened hand type is already at its lowest level.	L4	consumable
C	Balatro Goes Kino	Predator	A card in opening hand secretly becomes a Predator for this round; gives X3 Mult when scored.	One placed card is secretly designated for the show without being marked or revealed, and pays a large multiplier if it happens to score.	M6	skill
C	Balatro Goes Kino	The Sound of Music	If your hand contains a [rank] gain +1 Mult and go up a rank; reset if not present; permanent if you finish the song.	A skill card that must see its watched rank complete a line, then advances to watch the next rank up, resetting on a miss, and locks in all its gained multiplier once it climbs through every rank.	U3	skill
C	Balatro Goes Kino	Beetlejuice	X3 Mult if the number of times you've played this hand type is a multiple of three.	A skill card that grants a large multiplier only on every third time a specific hand type completes, not every time.	I3	skill
C	Balatro Goes Kino	Solaris	Flip and shuffle all Jokers each round while this Planet is held. For each round held, sets level of a random hand to that of the highest hand.	A consumable that, kept rather than spent, grants an ongoing passive effect that grows the longer it is held instead of firing once.	I7	consumable
MOD	Balatro Goes Kino	389	14	movie-themed mega-mod (350+ jokers, genre/actor synergy, Confections, Strange Planets); most content is genre-flavored numeric reskins, but a dual-tag synergy system, an "Abduct" custody-and-release mechanic, real-time decay, peer-normalized and range-based scoring, and a climbing-ladder card stood out.
C	Balatro Hevven	Remix sticker	At end of round, transforms into another Joker of the same rarity; retains any scaling the player has done with the Joker previously.	A stamp that periodically swaps its card for a different random card of the same rarity, but the accumulated growth on the old card carries over onto the new one.	G9	stamp
C	Balatro Hevven	Two Player	If every card played is paired, balances Chips and Mult.	When a completed line pairs off card for card, move points between the grid's buckets until they are equal.	A6	skill
C	Balatro Hevven	Anguish	Convert the rightmost Joker into the leftmost Joker. +1 Ante.	A consumable that overwrites the skill card at one named extreme position of the board with a copy of the card at the opposite extreme.	C12	consumable
C	Balatro Hevven	Simple Tap	For the next round, enhancements, editions, and Jokers affecting Chips will affect Mult instead.	For the rest of the show, every effect that would normally add flat points instead adds multiplier.	H5	hazard
MOD	Balatro Hevven	40	4	Rhythm Heaven-themed mod built around Flow cards and a "Remix" transform sticker; the sticker's growth-persists-through-metamorphosis twist and a chips/mult balancing joker were the notable shapes.
