C	Degenerate Gamblers	Suit Effects (Blackjack)	On a winning blackjack, suit effects trigger in proportion to how many of each suit went into it; each suit's total is floor-clamped at 0 independently; negative all-suit cards subtract from every suit.	A completed line pays out a separate resource per suit, each equal to the sum of that suit's ranks in the line clamped to zero independently, so a big negative card in one suit cannot cancel another suit's payout.	A11	suit
C	Degenerate Gamblers	Pi / Half	On play: set value to 3 (Pi) or 0 (Half). On stand: rounds up (+1).	A card silently resets its own rank to a fixed value when placed, then gains +1 rank on the next line-completion phase, so its final scoring rank differs from its printed rank in two separate steps.	G9	rank
C	Degenerate Gamblers	Counterfeiter / Glitched Card	Increasing a 13, decreasing a Negative 11, or modifying a Blank Card produces a Glitched Card instead of clamping.	Pushing a card's rank past its legal ceiling or floor does not clamp it - instead the card's whole identity swaps into a distinct wildcard card type.	G9	rank
C	Degenerate Gamblers	II The High Priestess	On play or on playing another card: foresight 1.	A skill card keeps re-firing its peek effect every time ANY other card is placed on the board, not just itself, for as long as it stays spotlit.	F3	skill
C	Degenerate Gamblers	IV The Emperor / V The Hierophant	On bust and on stand: deal (or heal) damage equal to the amount busted by.	A skill pays out an amount equal to how far a completed line overshoots the winning target, rewarding or punishing the margin of overshoot rather than a fixed number.	A13	skill
C	Degenerate Gamblers	VII The Chariot	On play: lock. At the start of next round: burn this card, and force foe to stand.	A skill sits dormant across one full show boundary, then at the start of the next show it removes itself and forces a specific action on the opposing side.	K6	skill
C	Degenerate Gamblers	XI Strength	Exploit while busted: hit button becomes re-enabled for one hit.	A skill can only be tapped while the board is in an over-threshold failure state, and its payoff is to refund one otherwise-spent placement action.	R9	skill
C	Degenerate Gamblers	XII The Hanged Man	On play: Foresight 2, then choose one to quick discard.	After peeking at the next two cards, the player may remove one of them immediately, bypassing any effect that would normally fire when a card leaves the board.	H4	consumable
C	Degenerate Gamblers	XIV Temperance	On play: Gain 2 Chips per card you currently have.	A skill's payout scales directly with how many cards are currently occupying the board, rewarding board population rather than any specific line.	C13	skill
C	Degenerate Gamblers	XVI The Tower	On play: Lock your other played unlocked cards. If any are already locked, unlock them.	A skill flips ALL other live cards between locked and unlocked in one action, choosing lock-all or unlock-all depending on whether any of them are already locked.	I9	skill
C	Degenerate Gamblers	XVII The Star	On heal: Deal quick damage equal to the amount healed.	Whenever a healing-type effect fires anywhere on the board, this skill converts that exact amount into bonus points elsewhere, skipping any retaliation trigger that would normally cause.	A10	skill
C	Degenerate Gamblers	XIX The Sun	On Play: Wish for a card from your draw pile, then foresight 1. Deal damage equal to the value of the revealed card.	A skill searches the stock for a card, reveals it, and pays out points equal to that found card's own rank, rather than any rank already on the board.	F2	consumable
C	Degenerate Gamblers	The Devil XV (Inverted)	On play: lock. On tie: Deal 6 damage.	A skill fires only when two completed lines score exactly equal points this show, rewarding the coincidence of a tie between lines.	A13	skill
C	Degenerate Gamblers	The Sun XIX (Inverted)	On play: Move a card from your foe's draw pile to the top of your draw pile.	A skill reaches into a different grid's stock and pulls one of its queued cards to the front of your own stock.	F5	skill
C	Degenerate Gamblers	Judgment XX (Inverted)	On play: Play a random card that has "on discard: burn".	A skill searches for and plays a random card filtered by which trigger it carries, rather than by its rank or suit.	F2	consumable
C	Degenerate Gamblers	0 The Fool	On play: Swap played and discarded cards with foe.	A skill instantly swaps the entire contents of one grid's board and discard pile with another grid's board and discard pile.	E6	hazard
C	Degenerate Gamblers	Jumping Jack / King of Space and Time	On hit or Exploit: move to opponent's side. On play: Move all your other played cards to opponent's side, then stand; requires a Jack in play.	A skill transfers a card - or, gated behind a prerequisite card being present, the player's entire board - from one grid's ownership to a rival grid's.	E6	skill
C	Degenerate Gamblers	King of the Hill	On play: Instant Blackjack if this is the only Face card currently in your entire deck.	A skill triggers an instant win if it is the only card of its class anywhere across the whole collection, not just the board.	U2	skill
C	Degenerate Gamblers	King Cobra	On play: Take 3 damage, then deal 2 damage for every King currently in your deck.	A skill's payout scales with how many copies of one specific card identity exist anywhere in the deck, not just on the board.	P1	skill
C	Degenerate Gamblers	Joker	On play: Copy the value and suit of one of your discarded cards.	A card copies the rank and suit of a card sitting in the discard pile specifically, rather than one currently in play.	F10	type
C	Degenerate Gamblers	Ace in the Hole	Can only be played while exactly 1 above or below max score.	A card may only be placed while the board's current total is within exactly one point of the winning target, gating legality by numeric distance to a threshold rather than by geometry.	E8	rank
C	Degenerate Gamblers	Heart of Threes / Club of Fours / Spade of Fives / Diamond of Sixes	On hit: If you already have a score of at least N, do a suit-specific bonus.	A skill only fires if the board's running total has already crossed a threshold before this card resolves, making its payoff order-dependent on what was placed earlier.	C13	skill
C	Degenerate Gamblers	+2 Card / Communist Party Card	On play: Play foe's top two cards. On discard: Discards to foe's discard pile.	A skill forces cards directly out of a rival grid's stock into immediate resolution, or redirects your own discarded card into that rival grid's discard pile.	F5	skill
C	Degenerate Gamblers	Baseball Card	On discard: permanent -1 value. At value 0: shred, then permanently add a Card Sleeve and an Old Baseball Card to deck and discard pile.	A card's rank permanently decays by one each time it leaves the board, and on reaching zero it destroys itself while seeding two different successor cards into two different zones at once.	I5	rank
C	Degenerate Gamblers	Lockpicking Card	Exploit: Unlock every locked card in play, then quick discard them.	A skill mass-unlocks every locked card on the board and immediately removes all of them in the same action, bypassing any effect removal would normally trigger.	H4	skill
C	Degenerate Gamblers	Four Mana Seven Seven	Start of turn: If you haven't exceeded your bust limit, play a 4 of Clubs. Then play a 7 of Clubs to your foe's side.	At the start of every turn, while the board is under a threshold, this skill automatically places one fixed card on your side and a different fixed card on a rival grid, with no player action.	R4	skill
C	Degenerate Gamblers	Jimbo	You can play a max of 5 cards. On stand: Gain 4 chips for each of your played cards.	A card imposes a hard cap on the total number of placements allowed for the rest of the show while it stays in play, and separately scales its own payout by how many placements were used.	E8	skill
C	Degenerate Gamblers	Treasure Vault	On gaining chips: Add 1 token. On winning with max score: If 5+ tokens, remove all, and count Diamonds as Everything for this Blackjack.	A skill banks a token on a resource-gain event, and once five are banked, spends them all to make one suit count as every suit for a single line's resolution only.	A9	consumable
C	Degenerate Gamblers	Get Well Soon Card / Vaccination Card	On taking damage: add 1 token. At a token milestone or on stand: convert banked tokens into healing or shield.	A skill banks a token every time an adverse event happens to the board, then converts the bank into a beneficial payout once a milestone or a later phase is reached.	A9	skill
C	Degenerate Gamblers	Credit Card	Handy. On discard: Play a Negative 11 of Diamonds.	Discarding this card does not just remove it - it forces the automatic placement of a different, specific card as a direct consequence.	H6	skill
C	Degenerate Gamblers	Key Card	On play: Choose one of your foe's played cards to lock. If already locked, unlock it.	A skill remotely toggles the locked state of a chosen card belonging to a rival grid, rather than a card on its own board.	E7	skill
C	Degenerate Gamblers	Kanban Card	On play: Move 1 of the bottom 3 cards from your draw pile to your hand.	A skill tutors from a positional window at the far end of the stock - the bottom three - rather than from the front.	F2	skill
C	Degenerate Gamblers	Loyalty Card	On play or exploit: Permanently gain a stamp. On the 10th stamp: Instant blackjack, then resets stamps.	A stamp counter persists across shows and runs, and on reaching a fixed milestone it triggers an instant win and resets, repeatable indefinitely.	I8	stamp
C	Degenerate Gamblers	Glitched Card	On play: copy the suit, value, and effect of a random card. On stand: unlocks.	A card becomes a full behavioral clone - suit, rank, and skill - of a randomly chosen other card currently in play, not a specific known target.	G3	type
C	Degenerate Gamblers	Gift Card	On Play: -3 value, then give a gifted card to your draw pile. On Discard: if value <= 0, reset value, and permanently change the gifted card to match this one.	A card seeds a linked companion card elsewhere in the stock, and later, upon its own failure state, reaches back and permanently rewrites that companion's identity to match.	G9	type
C	Degenerate Gamblers	Chip off the Old Block (Unique Chip)	Start with 0 Advantage. Randomly selects the effect of two Unique chips at the start of each encounter.	A passive randomly borrows two other passive skills from the full pool at the start of every show, changing which auras are active each time.	H1	skill
C	Degenerate Gamblers	Sofa Sleeper (event)	Doing self-beneficial actions increases a hidden chance the sleeper wakes and punishes you, ending the event.	Each greedy action taken raises a hidden probability that the next action triggers a penalty and ends the interaction, so risk compounds with repeated self-serving choices.	R3	hazard
C	Degenerate Gamblers	Monty Hall (event)	Choose a teleporter; one wrong option is revealed; choose whether to switch before resolving.	A consumable triggers a reveal-then-switch probability puzzle as its own self-contained minigame.	U1	consumable
MOD	Degenerate Gamblers	320	38	Blackjack deckbuilder (Dungeons & Degenerate Gamblers); suits map to per-suit resources, cards carry on-play/on-stand/on-tie/on-discard/exploit triggers, tarot-styled one-shot cards and unique-chip passives - treated as one mod per instructions.
